trp_vaegir_horseman_pl|Cavaliers vaegirs
trp_vaegir_knight|Chevalier vaegir
trp_vaegir_knight_pl|Chevaliers vaegirs
trp_vaegir_messenger|Messager vaegir
trp_vaegir_messenger_pl|Messagers vaegirs
trp_vaegir_deserter|Déserteur vaegir
trp_vaegir_deserter_pl|Déserteurs vaegirs
trp_vaegir_prison_guard|Geôlier
trp_vaegir_prison_guard_pl|Geôliers
trp_vaegir_castle_guard|Garde du château
trp_vaegir_castle_guard_pl|Gardes du château
trp_khergit_tribesman|Homme du clan khergit
trp_khergit_tribesman_pl|Hommes du clan khergit
trp_khergit_skirmisher|Tirailleur khergit
trp_khergit_skirmisher_pl|Tirailleurs khergits
trp_khergit_horseman|Cavalier khergit
trp_khergit_horseman_pl|Cavaliers khergits
trp_khergit_horse_archer|Archer monté khergit
trp_khergit_horse_archer_pl|Archers montés khergits
trp_khergit_veteran_horse_archer|Archer monté Vétéran khergit
trp_khergit_veteran_horse_archer_pl|Archers montés Vétérans khergits
trp_khergit_lancer|Lancier khergit 
trp_khergit_lancer_pl|Lanciers khergits
trp_khergit_messenger|Messager khergit
trp_khergit_messenger_pl|Messagers khergits
trp_khergit_deserter|Déserteur khergit
trp_khergit_deserter_pl|Déserteurs khergits
trp_khergit_prison_guard|Geôlier
trp_khergit_prison_guard_pl|Geôliers
trp_khergit_castle_guard|Garde du château
trp_khergit_castle_guard_pl|Gardes du château
trp_nord_recruit|Recrue nordique
trp_nord_recruit_pl|Recrues nordiques
trp_nord_footman|Fantassin nordique
trp_nord_footman_pl|Fantassins nordiques
trp_nord_trained_footman|Fantassin entraîné nordique
trp_nord_trained_footman_pl|Fantassins entraînés nordiques
trp_nord_warrior|Guerrier nordique
trp_nord_warrior_pl|Guerriers nordiques
trp_nord_veteran|Vétéran nordique
trp_nord_veteran_pl|Vétérans nordiques
trp_nord_champion|Huscarl nordique
trp_nord_champion_pl|Huscarls nordiques
trp_nord_huntsman|Chasseur nordique
trp_nord_huntsman_pl|Chasseurs nordiques
trp_nord_archer|Archer nordique
trp_nord_archer_pl|Archers nordiques
trp_nord_veteran_archer|Archer vétéran nordique
trp_nord_veteran_archer_pl|Archers vétérans nordiques
trp_nord_messenger|Messager nordique
trp_nord_messenger_pl|Messagers nordiques
trp_nord_deserter|Déserteur nordique
trp_nord_deserter_pl|Déserteurs nordiques
trp_nord_prison_guard|Geôlier
trp_nord_prison_guard_pl|Geôliers
trp_nord_castle_guard|Garde du château
trp_nord_castle_guard_pl|Gardes du château
trp_rhodok_tribesman|Homme du clan Rhodok
trp_rhodok_tribesman_pl|Hommes du clan Rhodok
trp_rhodok_spearman|Lancier rhodok
trp_rhodok_spearman_pl|Lanciers rhodoks
trp_rhodok_trained_spearman|Lancier entraîné rhodok
trp_rhodok_trained_spearman_pl|Lanciers entraînés rhodoks
trp_rhodok_veteran_spearman|Lancier vétéran rhodok
trp_rhodok_veteran_spearman_pl|Lanciers vétérans rhodoks
trp_rhodok_sergeant|Sergent rhodok
trp_rhodok_sergeant_pl|Sergents rhodoks
trp_rhodok_crossbowman|Arbalétrier rhodok
trp_rhodok_crossbowman_pl|Arbalétriers rhodoks
trp_rhodok_trained_crossbowman|Arbalétrier entraîné rhodok
trp_rhodok_trained_crossbowman_pl|Arbalétriers entraînés rhodoks
trp_rhodok_veteran_crossbowman|Arbalétrier vétéran rhodok
trp_rhodok_veteran_crossbowman_pl|Arbalétriers vétérans rhodoks
trp_rhodok_sharpshooter|Tireur d'élite rhodok
trp_rhodok_sharpshooter_pl|Tireurs d'élite rhodoks
trp_rhodok_messenger|Messager rhodok
trp_rhodok_messenger_pl|Messagers rhodoks
trp_rhodok_deserter|Déserteur rhodok
trp_rhodok_deserter_pl|Déserteurs rhodoks
trp_rhodok_prison_guard|Geôlier
trp_rhodok_prison_guard_pl|Geôliers
trp_rhodok_castle_guard|Garde du château
trp_rhodok_castle_guard_pl|Gardes du château
trp_sarranid_recruit|Recrue sarranide
trp_sarranid_recruit_pl|Recrues sarranides
trp_sarranid_footman|Troupier sarranide
trp_sarranid_footman_pl|Troupiers sarranides
trp_sarranid_veteran_footman|Troupier vétéran sarranide
trp_sarranid_veteran_footman_pl|Troupiers vétérans sarranides
trp_sarranid_infantry|Soldat d'infanterie sarranide
trp_sarranid_infantry_pl|Soldats d'infanterie sarranides
trp_sarranid_guard|Garde sarranide
trp_sarranid_guard_pl|Gardes sarranides
trp_sarranid_skirmisher|Tirailleur sarranide
trp_sarranid_skirmisher_pl|Tirailleurs sarranides
trp_sarranid_archer|Archer sarranide
trp_sarranid_archer_pl|Archers sarranides
trp_sarranid_master_archer|Maître archer sarranide
trp_sarranid_master_archer_pl|Maîtres archers sarranides
trp_sarranid_horseman|Cavalier sarranide
trp_sarranid_horseman_pl|Cavaliers sarranides
trp_sarranid_mamluke|Mamelouk sarranide
trp_sarranid_mamluke_pl|Mamelouks sarranides
trp_sarranid_messenger|Messager sarranide
trp_sarranid_messenger_pl|Messagers sarranides
trp_sarranid_deserter|Déserteur sarranide
trp_sarranid_deserter_pl|Déserteurs sarranides
trp_sarranid_prison_guard|Geôlier
trp_sarranid_prison_guard_pl|Geôliers
trp_sarranid_castle_guard|Garde du château
trp_sarranid_castle_guard_pl|Gardes du château
trp_looter|Pilleur
trp_looter_pl|Pilleurs
trp_bandit|Bandit
trp_bandit_pl|Bandits
trp_brigand|Brigand
trp_brigand_pl|Brigands
trp_mountain_bandit|Bandit des montagnes
trp_mountain_bandit_pl|Bandits des montagnes
trp_forest_bandit|Bandit des forêts
trp_forest_bandit_pl|Bandits des forêts
trp_sea_raider|Pillard des mers
trp_sea_raider_pl|Pillards des mers
trp_steppe_bandit|Bandit des steppes
trp_steppe_bandit_pl|Bandits des steppes
trp_taiga_bandit|Bandit de la taïga
trp_taiga_bandit_pl|Bandits de la taïga
trp_desert_bandit|Bandit du désert
trp_desert_bandit_pl|Bandits du désert
trp_black_khergit_horseman|Cavalier noir Khergit
trp_black_khergit_horseman_pl|Cavaliers noirs Khergit
trp_manhunter|Chasseur de primes
trp_manhunter_pl|Chasseurs de primes
trp_slave_driver|Meneur d'esclaves
trp_slave_driver_pl|Meneurs d'esclaves
trp_slave_hunter|Chasseur d'esclaves
trp_slave_hunter_pl|Chasseurs d'esclaves
trp_slave_crusher|Tortionnaire d'esclaves
trp_slave_crusher_pl|Tortionnaires d'esclaves
trp_slaver_chief|Esclavagiste
trp_slaver_chief_pl|Esclavagistes
trp_follower_woman|Partisan du camp
trp_follower_woman_pl|Partisans du camp
trp_hunter_woman|Chasserresse
trp_hunter_woman_pl|Chasseresses
trp_fighter_woman|Défenseur du camp
trp_fighter_woman_pl|Défenseurs du camp
trp_sword_sister|Sœur d'épée
trp_sword_sister_pl|Sœurs d'épée
trp_refugee|Réfugié
trp_refugee_pl|Réfugiés
trp_peasant_woman|Paysanne
trp_peasant_woman_pl|Paysannes
trp_caravan_master|Maître de caravane
trp_caravan_master_pl|Maîtres de caravane
trp_kidnapped_girl|Fille kidnappée
trp_kidnapped_girl_pl|Filles kidnappées
trp_town_walker_1|Habitant du bourg
trp_town_walker_1_pl|Habitants du bourg
trp_town_walker_2|Habitante du bourg
trp_town_walker_2_pl|Habitantes du bourg
trp_khergit_townsman|Habitant du bourg
trp_khergit_townswoman|Habitante du bourg
trp_khergit_townswoman_pl|Habitantes du bourg
trp_sarranid_townsman|Habitant du bourg
trp_sarranid_townswoman|Habitante du bourg
trp_sarranid_townswoman_pl|Habitantes du bourg
trp_village_walker_1|Villageois
trp_village_walker_1_pl|Villageois
trp_village_walker_2|Villageois
trp_village_walker_2_pl|Villageois
trp_spy_walker_1|Habitant du bourg
trp_spy_walker_1_pl|Habitants du bourg
trp_spy_walker_2|Habitante du bourg
trp_spy_walker_2_pl|Habitantes du bourg
trp_tournament_master|Maître du tournoi
trp_tournament_master_pl|Maîtres du tournoi
trp_trainer|Mentor
trp_trainer_pl|Mentors
trp_constable_hareck|Connétable Hareck
trp_constable_hareck_pl|Connétables Hareck
trp_ramun_the_slave_trader|Ramun, le marchand d'esclaves
trp_ramun_the_slave_trader_pl|Ramun, le marchand d'esclaves
trp_guide|Jimmy le vif
trp_guide_pl|Jimmy le vif
trp_xerina|Xerina
trp_xerina_pl|Xerina
trp_dranton|Dranton
trp_dranton_pl|Dranton
trp_kradus|Kradus
trp_kradus_pl|Kradus
trp_tutorial_trainer|Maître du terrain d'entraînement
trp_tutorial_trainer_pl|Maîtres du terrain d'entraînement
trp_galeas|Galeas
trp_galeas_pl|Galeas
trp_farmer_from_bandit_village|Fermier
trp_farmer_from_bandit_village_pl|Fermiers
trp_trainer_1|Mentor
trp_trainer_1_pl|Mentors
trp_trainer_2|Mentor
trp_trainer_2_pl|Mentors
trp_trainer_3|Mentor
trp_trainer_3_pl|Mentors
trp_trainer_4|Mentor
trp_trainer_4_pl|Mentors
trp_trainer_5|Mentor
trp_trainer_5_pl|Mentors
trp_ransom_broker_1|Rançonneur 
trp_ransom_broker_1_pl|Rançonneurs
trp_ransom_broker_2|Rançonneur 
trp_ransom_broker_2_pl|Rançonneurs
trp_ransom_broker_3|Rançonneur 
trp_ransom_broker_3_pl|Rançonneurs
trp_ransom_broker_4|Rançonneur 
trp_ransom_broker_4_pl|Rançonneurs
trp_ransom_broker_5|Rançonneur 
trp_ransom_broker_5_pl|Rançonneurs
trp_ransom_broker_6|Rançonneur 
trp_ransom_broker_6_pl|Rançonneurs
trp_ransom_broker_7|Rançonneur 
trp_ransom_broker_7_pl|Rançonneurs
trp_ransom_broker_8|Rançonneur 
trp_ransom_broker_8_pl|Rançonneurs
trp_ransom_broker_9|Rançonneur 
trp_ransom_broker_9_pl|Rançonneurs
trp_ransom_broker_10|Rançonneur 
trp_ransom_broker_10_pl|Rançonneurs
trp_tavern_traveler_1|Voyageur
trp_tavern_traveler_1_pl|Voyageurs
trp_tavern_traveler_2|Voyageur
trp_tavern_traveler_2_pl|Voyageurs
trp_tavern_traveler_3|Voyageur
trp_tavern_traveler_3_pl|Voyageurs
trp_tavern_traveler_4|Voyageur
trp_tavern_traveler_4_pl|Voyageurs
trp_tavern_traveler_5|Voyageur
trp_tavern_traveler_5_pl|Voyageurs
trp_tavern_traveler_6|Voyageur
trp_tavern_traveler_6_pl|Voyageurs
trp_tavern_traveler_7|Voyageur
trp_tavern_traveler_7_pl|Voyageurs
trp_tavern_traveler_8|Voyageur
trp_tavern_traveler_8_pl|Voyageurs
trp_tavern_traveler_9|Voyageur
trp_tavern_traveler_9_pl|Voyageurs
trp_tavern_traveler_10|Voyageur
trp_tavern_traveler_10_pl|Voyageurs
trp_tavern_bookseller_1|Marchand de livres
trp_tavern_bookseller_1_pl|Marchands de livres
trp_tavern_bookseller_2|Marchand de livres
trp_tavern_bookseller_2_pl|Marchands de livres
trp_tavern_minstrel_1|Ménestrel
trp_tavern_minstrel_1_pl|Ménestrels
trp_tavern_minstrel_2|Barde nomade
trp_tavern_minstrel_2_pl|Ménestrel
trp_tavern_minstrel_3|Ashik nomade
trp_tavern_minstrel_3_pl|Ménestrel
trp_tavern_minstrel_4|Scalde nomade
trp_tavern_minstrel_4_pl|Ménestrel
trp_tavern_minstrel_5|Troubadour nomade
trp_tavern_minstrel_5_pl|Ménestrel
trp_kingdom_heroes_including_player_begin|Héros du royaume au début dont le joueur
trp_kingdom_heroes_including_player_begin_pl|Héros du royaume au début dont le joueur
trp_npc1|Borcha
trp_npc1_pl|Borcha
trp_npc2|Marnid
trp_npc2_pl|Marnid
trp_npc3|Ymira
trp_npc3_pl|Ymira
trp_npc4|Rolf
trp_npc4_pl|Rolf
trp_npc5|Baheshtur
trp_npc5_pl|Baheshtur
trp_npc6|Firentis
trp_npc6_pl|Firentis
trp_npc7|Deshavi
trp_npc7_pl|Deshavi
trp_npc8|Matheld
trp_npc8_pl|Matheld
trp_npc9|Alayen
trp_npc9_pl|Alayen
trp_npc10|Bunduk
trp_npc10_pl|Bunduk
trp_npc11|Katrin 
trp_npc11_pl|Katrin 
trp_npc12|Jeremus 
trp_npc12_pl|Jeremus 
trp_npc13|Nizar
trp_npc13_pl|Nizar
trp_npc14|Lezalit
trp_npc14_pl|Lezalit
trp_npc15|Artimenner
trp_npc15_pl|Artimenner
trp_npc16|Klethi
trp_npc16_pl|Klethi
trp_kingdom_1_lord|Roi Harlaus
trp_kingdom_1_lord_pl|Harlaus
trp_kingdom_2_lord|Roi Yaroglek
trp_kingdom_2_lord_pl|Yaroglek
trp_kingdom_3_lord|Khan Sanjar
trp_kingdom_3_lord_pl|Sanjar
trp_kingdom_4_lord|Roi Ragnar
trp_kingdom_4_lord_pl|Ragnar
trp_kingdom_5_lord|Roi Graveth
trp_kingdom_5_lord_pl|Graveth
trp_kingdom_6_lord|Sultan Hakim
trp_kingdom_6_lord_pl|Hakim
trp_knight_1_1|Sire Klargus
trp_knight_1_1_pl|Klargus
trp_knight_1_2|Sire Plais
trp_knight_1_2_pl|Plais 
trp_knight_1_3|Sire Mirchaud
trp_knight_1_3_pl|Mirchaud
trp_knight_1_4|Sire Stamar
trp_knight_1_4_pl|Stamar
trp_knight_1_5|Sire Ryis
trp_knight_1_5_pl|Ryis
trp_knight_1_6|Sire Meltor
trp_knight_1_6_pl|Meltor
trp_knight_1_7|Sire Beranz
trp_knight_1_7_pl|Beranz
trp_knight_1_8|Sire Rafard
trp_knight_1_8_pl|Rafard
trp_knight_1_9|Sire Regas
trp_knight_1_9_pl|Regas
trp_knight_1_10|Sire Grainwad
trp_knight_1_10_pl|Grainwad
trp_knight_1_11|Sire Devlian
trp_knight_1_11_pl|Devlian
trp_knight_1_12|Sire Rafarch
trp_knight_1_12_pl|Rafarch
trp_knight_1_13|Sire Rochabarth
trp_knight_1_13_pl|Rochabarth
trp_knight_1_14|Sire Delinard
trp_knight_1_14_pl|Delinard
trp_knight_1_15|Sire Haringoth
trp_knight_1_15_pl|Haringoth
trp_knight_1_16|Sire Despin
trp_knight_1_16_pl|Despin
trp_knight_1_17|Sire Montewar
trp_knight_1_17_pl|Montewar
trp_knight_1_18|Sire Clais
trp_knight_1_18_pl|Clais
trp_knight_1_19|Sire Deglan
trp_knight_1_19_pl|Deglan
trp_knight_1_20|Sire Tredian
trp_knight_1_20_pl|Tredian
trp_knight_2_1|Boyard Vuldrat
trp_knight_2_1_pl|Vuldrat
trp_knight_2_2|Boyard Naldera
trp_knight_2_2_pl|Naldera 
trp_knight_2_3|Boyard Meriga
trp_knight_2_3_pl|Meriga
trp_knight_2_4|Boyard Khavel
trp_knight_2_4_pl|Khavel
trp_knight_2_5|Boyard Doru
trp_knight_2_5_pl|Doru 
trp_knight_2_6|Boyard Belgaru
trp_knight_2_6_pl|Belgaru
trp_knight_2_7|Boyard Ralcha
trp_knight_2_7_pl|Ralcha
trp_knight_2_8|Boyard Vlan
trp_knight_2_8_pl|Vlan
trp_knight_2_9|Boyard Mleza
trp_knight_2_9_pl|Mleza
trp_knight_2_10|Boyard Nelag
trp_knight_2_10_pl|Nelag
trp_knight_2_11|Boyard Crahask
trp_knight_2_11_pl|Crahask
trp_knight_2_12|Boyard Bracha
trp_knight_2_12_pl|Bracha 
trp_knight_2_13|Boyard Druli
trp_knight_2_13_pl|Druli
trp_knight_2_14|Boyard Marmun
trp_knight_2_14_pl|Marmun 
trp_knight_2_15|Boyard Gastya
trp_knight_2_15_pl|Gastya
trp_knight_2_16|Boyard Harish
trp_knight_2_16_pl|Harish
trp_knight_2_17|Boyard Taisa
trp_knight_2_17_pl|Taisa
trp_knight_2_18|Boyard Valishin
trp_knight_2_18_pl|Valishin
trp_knight_2_19|Boyard Rudin
trp_knight_2_19_pl|Rudin
trp_knight_2_20|Boyard Kumipa
trp_knight_2_20_pl|Kumipa
trp_knight_3_1|Alagur Noyan
trp_knight_3_1_pl|Alagur
trp_knight_3_2|Tonju Noyan
trp_knight_3_2_pl|Tonju
trp_knight_3_3|Belir Noyan
trp_knight_3_3_pl|Belir
trp_knight_3_4|Asugan Noyan
trp_knight_3_4_pl|Asugan 
trp_knight_3_5|Brula Noyan
trp_knight_3_5_pl|Brula
trp_knight_3_6|Imirza Noyan
trp_knight_3_6_pl|Imirza
trp_knight_3_7|Urumuda Noyan
trp_knight_3_7_pl|Urumuda
trp_knight_3_8|Kramuk Noyan
trp_knight_3_8_pl|Kramuk
trp_knight_3_9|Chaurka Noyan
trp_knight_3_9_pl|Chaurka
trp_knight_3_10|Sebula Noyan
trp_knight_3_10_pl|Sebula
trp_knight_3_11|Tulug Noyan
trp_knight_3_11_pl|Tulug
trp_knight_3_12|Nasugei Noyan
trp_knight_3_12_pl|Nasugei
trp_knight_3_13|Urubay Noyan
trp_knight_3_13_pl|Urubay
trp_knight_3_14|Hugu Noyan
trp_knight_3_14_pl|Hugu 
trp_knight_3_15|Tansugai Noyan
trp_knight_3_15_pl|Tansugai
trp_knight_3_16|Tirida Noyan
trp_knight_3_16_pl|Tirida 
trp_knight_3_17|Ulusamai Noyan
trp_knight_3_17_pl|Ulusamai
trp_knight_3_18|Karaban Noyan
trp_knight_3_18_pl|Karaban
trp_knight_3_19|Akadan Noyan
trp_knight_3_19_pl|Akadan 
trp_knight_3_20|Dundush Noyan
trp_knight_3_20_pl|Dundush
trp_knight_4_1|Sire Aedin
trp_knight_4_1_pl|Aedin
trp_knight_4_2|Sire Irya 
trp_knight_4_2_pl|Irya 
trp_knight_4_3|Sire Olaf
trp_knight_4_3_pl|Olaf 
trp_knight_4_4|Sire Reamald
trp_knight_4_4_pl|Reamald
trp_knight_4_5|Sire Turya
trp_knight_4_5_pl|Turya
trp_knight_4_6|Sire Gundur
trp_knight_4_6_pl|Gundur
trp_knight_4_7|Sire Harald
trp_knight_4_7_pl|Harald
trp_knight_4_8|Sire Knudarr
trp_knight_4_8_pl|Knudarr
trp_knight_4_9|Jarl Haeda
trp_knight_4_9_pl|Haeda
trp_knight_4_10|Sire Turegor 
trp_knight_4_10_pl|Turegor
trp_knight_4_11|Sire Logarson
trp_knight_4_11_pl|Logarson 
trp_knight_4_12|Sire Aeric
trp_knight_4_12_pl|Aeric 
trp_knight_4_13|Sire Faarn
trp_knight_4_13_pl|Faarn 
trp_knight_4_14|Sire Bulba 
trp_knight_4_14_pl|Bulba 
trp_knight_4_15|Sire Rayeck
trp_knight_4_15_pl|Rayeck
trp_knight_4_16|Sire Dirigun
trp_knight_4_16_pl|Dirigun
trp_knight_4_17|Sire Marayirr
trp_knight_4_17_pl|Marayirr
trp_knight_4_18|Sire Gearth
trp_knight_4_18_pl|Gearth
trp_knight_4_19|Sire Surdun
trp_knight_4_19_pl|Surdun
trp_knight_4_20|Sire Gerlad
trp_knight_4_20_pl|Gerlad
trp_knight_5_1|Comte Matheas
trp_knight_5_1_pl|Matheas
trp_knight_5_2|Comte Gutlans
trp_knight_5_2_pl|Gutlans
trp_knight_5_3|Comte Larugen
trp_knight_5_3_pl|Larugen
trp_knight_5_4|Comte Raichs
trp_knight_5_4_pl|Raichs 
trp_knight_5_5|Comte Reland
trp_knight_5_5_pl|Reland
trp_knight_5_6|Comte Tarchias
trp_knight_5_6_pl|Tarchias
trp_knight_5_7|Comte Gharmall
trp_knight_5_7_pl|Gharmall
trp_knight_5_8|Comte Talbar
trp_knight_5_8_pl|Talbar 
trp_knight_5_9|Comte Rimusk
trp_knight_5_9_pl|Rimusk
trp_knight_5_10|Comte Falsevor
trp_knight_5_10_pl| Falsevor
trp_knight_5_11|Comte Etrosq
trp_knight_5_11_pl|Etrosq 
trp_knight_5_12|Comte Kurnias
trp_knight_5_12_pl|Kurnias
trp_knight_5_13|Comte Tellrog
trp_knight_5_13_pl|Tellrog
trp_knight_5_14|Comte Tribidan
trp_knight_5_14_pl|Tribidan
trp_knight_5_15|Comte Gerluchs
trp_knight_5_15_pl|Gerluchs
trp_knight_5_16|Comte Fudreim
trp_knight_5_16_pl|Fudreim
trp_knight_5_17|Comte Nealcha
trp_knight_5_17_pl|Nealcha
trp_knight_5_18|Comte Fraichin
trp_knight_5_18_pl|Fraichin 
trp_knight_5_19|Comte Trimbau 
trp_knight_5_19_pl|Trimbau
trp_knight_5_20|Comte Reichsin
trp_knight_5_20_pl|Reichsin
trp_knight_6_1|Émir Uqais
trp_knight_6_1_pl|Uqais
trp_knight_6_2|Émir Hamezan
trp_knight_6_2_pl|Hamezan
trp_knight_6_3|Émir Atis
trp_knight_6_3_pl|Atis
trp_knight_6_4|Émir Nuwas
trp_knight_6_4_pl|Nuwas
trp_knight_6_5|Émir Mundhalir
trp_knight_6_5_pl|Mundhalir
trp_knight_6_6|Émir Ghanawa
trp_knight_6_6_pl|Ghanawa
trp_knight_6_7|Émir Nuam
trp_knight_6_7_pl|Nuam
trp_knight_6_8|Émir Dhiyul
trp_knight_6_8_pl|Dhiyul
trp_knight_6_9|Émir Lakhem
trp_knight_6_9_pl|Lakhem
trp_knight_6_10|Émir Ghulassen
trp_knight_6_10_pl|Ghulassen
trp_knight_6_11|Émir Azadun
trp_knight_6_11_pl|Azadun
trp_knight_6_12|Émir Quryas
trp_knight_6_12_pl|Quryas
trp_knight_6_13|Émir Amdar
trp_knight_6_13_pl|Amdar
trp_knight_6_14|Émir Hiwan
trp_knight_6_14_pl|Hiwan
trp_knight_6_15|Émir Muhnir
trp_knight_6_15_pl|Muhnir
trp_knight_6_16|Émir Ayyam
trp_knight_6_16_pl|Ayyam
trp_knight_6_17|Émir Raddoun
trp_knight_6_17_pl|Raddoun
trp_knight_6_18|Émir Tilimsan
trp_knight_6_18_pl|Tilimsan
trp_knight_6_19|Émir Dhashwal
trp_knight_6_19_pl|Dhashwal
trp_knight_6_20|Émir Biliya
trp_knight_6_20_pl|Biliya
trp_kingdom_1_pretender|Dame Isolla de Suno
trp_kingdom_1_pretender_pl|Isolla
trp_kingdom_2_pretender|Prince Valdym le Bâtard
trp_kingdom_2_pretender_pl|Valdym
trp_kingdom_3_pretender|Khan Dustun
trp_kingdom_3_pretender_pl|Dustun
trp_kingdom_4_pretender|Lethwin le Puits-de-Science
trp_kingdom_4_pretender_pl|Lethwin
trp_kingdom_5_pretender|Sire Kastor de Veluca
trp_kingdom_5_pretender_pl|Kastor
trp_kingdom_6_pretender|Arwa la Perlée
trp_kingdom_6_pretender_pl|Arwa
trp_knight_1_1_wife|Dame Annitta
trp_knight_1_1_wife_pl|Annitta
trp_kingdom_1_lady_1|Dame Anna
trp_kingdom_1_lady_1_pl|Anna
trp_kingdom_1_lady_2|Dame Nelda
trp_kingdom_1_lady_2_pl|Nelda
